Season,WTeamID,LTeamID,WLoc,LLoc,WSeed,LSeed,SeedDiff,WCoach,LCoach,WLength,LLength,WSeason_ppg,LSeason_ppg,Season_ppg_diff,WSeason_ast,LSeason_ast,Season_ast_diff,WSeason_FGPercent,LSeason_FGPercent,Season_FGP_Diff,WSeason_FGPercent3,LSeason_FGPercent3,Season_FGP3_Diff,WSeason_FTPercent,LSeason_FTPercent,Season_FTP_Diff,WSeason_OR,WSeason_DR,LSeason_OR,LSeason_DR,Season_OR_diff,Season_DR_diff,WSeason_stl,LSeason_stl,Season_stl_diff,WSeason_blk,LSeason_blk,Season_blk_diff
2003,1104,1280,H,A,10.0,5,5.0,mark_gottfried,rick_stansbury,33,33,74.7058823529,62.0,12.7058823529,14.0,12.4444444444,1.55555555556,0.444393021997,0.416091647536,0.0283013744612,0.347418315857,0.307395674501,0.0400226413556,0.709384210153,0.677513227513,0.0318709826402,13.5294117647,26.4117647059,12.6666666667,20.4444444444,0.862745098039,5.96732026144,7.23529411765,7.44444444444,-0.209150326797,4.17647058824,2.88888888889,1.28758169935
2003,1116,1280,H,A,17.0,5,12.0,stan_heath,rick_stansbury,33,33,71.4444444444,62.0,9.44444444444,12.6666666667,12.4444444444,0.222222222222,0.448135334835,0.416091647536,0.0320436872993,0.35757020369,0.307395674501,0.0501745291886,0.619184909721,0.677513227513,-0.0583283177923,15.2222222222,28.1111111111,12.6666666667,20.4444444444,2.55555555556,7.66666666667,6.33333333333,7.44444444444,-1.11111111111,4.33333333333,2.88888888889,1.44444444444
2003,1418,1280,A,H,17.0,5,12.0,jessie_evans,rick_stansbury,33,33,78.8947368421,62.0,16.8947368421,15.3157894737,12.4444444444,2.87134502924,0.477410161185,0.416091647536,0.0613185136498,0.325318752952,0.307395674501,0.0179230784514,0.659234668824,0.677513227513,-0.0182785586891,13.0526315789,24.6315789474,12.6666666667,20.4444444444,0.385964912281,4.18713450292,8.63157894737,7.44444444444,1.18713450292,4.42105263158,2.88888888889,1.53216374269
2003,1196,1280,A,H,2.0,5,-3.0,billy_donovan,rick_stansbury,33,33,79.125,62.0,17.125,17.4583333333,12.4444444444,5.01388888889,0.487777896964,0.416091647536,0.0716862494284,0.405904406445,0.307395674501,0.0985087319442,0.704409727817,0.677513227513,0.0268965003037,11.1666666667,24.8333333333,12.6666666667,20.4444444444,-1.5,4.38888888889,8.41666666667,7.44444444444,0.972222222222,4.33333333333,2.88888888889,1.44444444444
2003,1261,1280,H,A,8.0,5,3.0,john_brady,rick_stansbury,33,33,78.7142857143,62.0,16.7142857143,18.5714285714,12.4444444444,6.12698412698,0.526069405634,0.416091647536,0.109977758098,0.418446011415,0.307395674501,0.111050336914,0.673610150751,0.677513227513,-0.00390307676225,10.7619047619,25.9523809524,12.6666666667,20.4444444444,-1.90476190476,5.50793650794,8.28571428571,7.44444444444,0.84126984127,4.38095238095,2.88888888889,1.49206349206
2003,1208,1280,H,A,17.0,5,12.0,jim_harrick,rick_stansbury,33,33,82.2105263158,62.0,20.2105263158,18.6842105263,12.4444444444,6.23976608187,0.47833112157,0.416091647536,0.0622394740345,0.392704764799,0.307395674501,0.085309090298,0.724176451682,0.677513227513,0.0466632241686,12.5263157895,26.3684210526,12.6666666667,20.4444444444,-0.140350877193,5.92397660819,7.78947368421,7.44444444444,0.345029239766,4.73684210526,2.88888888889,1.84795321637
2003,1246,1280,H,A,1.0,5,-4.0,tubby_smith,rick_stansbury,33,33,78.9655172414,62.0,16.9655172414,16.4482758621,12.4444444444,4.00383141762,0.495854650597,0.416091647536,0.0797630030616,0.364015500823,0.307395674501,0.0566198263224,0.708738317229,0.677513227513,0.0312250897154,12.8620689655,24.4827586207,12.6666666667,20.4444444444,0.195402298851,4.03831417625,8.06896551724,7.44444444444,0.624521072797,5.27586206897,2.88888888889,2.38697318008
2003,1246,1280,N,N,1.0,5,-4.0,tubby_smith,rick_stansbury,33,33,78.9655172414,62.0,16.9655172414,16.4482758621,12.4444444444,4.00383141762,0.495854650597,0.416091647536,0.0797630030616,0.364015500823,0.307395674501,0.0566198263224,0.708738317229,0.677513227513,0.0312250897154,12.8620689655,24.4827586207,12.6666666667,20.4444444444,0.195402298851,4.03831417625,8.06896551724,7.44444444444,0.624521072797,5.27586206897,2.88888888889,2.38697318008
2003,1397,1280,H,A,17.0,5,12.0,buzz_peterson,rick_stansbury,33,33,70.0,62.0,8.0,16.4117647059,12.4444444444,3.96732026144,0.476830803161,0.416091647536,0.0607391556251,0.390057875612,0.307395674501,0.0826622011106,0.731792879221,0.677513227513,0.0542796517078,10.0588235294,25.2352941176,12.6666666667,20.4444444444,-2.60784313725,4.7908496732,6.94117647059,7.44444444444,-0.503267973856,3.64705882353,2.88888888889,0.758169934641
2003,1104,1261,H,A,10.0,8,2.0,mark_gottfried,john_brady,33,33,74.7058823529,61.7,13.0058823529,14.0,11.8,2.2,0.444393021997,0.409022803958,0.0353702180385,0.347418315857,0.284447175775,0.062971140082,0.709384210153,0.58077813779,0.128606072363,13.5294117647,26.4117647059,10.3,21.5,3.22941176471,4.91176470588,7.23529411765,7.4,-0.164705882353,4.17647058824,3.7,0.476470588235
2003,1280,1261,H,A,5.0,8,-3.0,rick_stansbury,john_brady,33,33,73.6666666667,61.7,11.9666666667,15.380952381,11.8,3.58095238095,0.495356952115,0.409022803958,0.0863341481566,0.361979662433,0.284447175775,0.0775324866584,0.662409432314,0.58077813779,0.0816312945243,12.6666666667,26.380952381,10.3,21.5,2.36666666667,4.88095238095,9.28571428571,7.4,1.88571428571,4.09523809524,3.7,0.395238095238
2003,1280,1261,N,N,5.0,8,-3.0,rick_stansbury,john_brady,33,33,73.6666666667,61.7,11.9666666667,15.380952381,11.8,3.58095238095,0.495356952115,0.409022803958,0.0863341481566,0.361979662433,0.284447175775,0.0775324866584,0.662409432314,0.58077813779,0.0816312945243,12.6666666667,26.380952381,10.3,21.5,2.36666666667,4.88095238095,9.28571428571,7.4,1.88571428571,4.09523809524,3.7,0.395238095238
2003,1116,1261,H,A,17.0,8,9.0,stan_heath,john_brady,33,33,71.4444444444,61.7,9.74444444444,12.6666666667,11.8,0.866666666667,0.448135334835,0.409022803958,0.0391125308766,0.35757020369,0.284447175775,0.073123027915,0.619184909721,0.58077813779,0.0384067719309,15.2222222222,28.1111111111,10.3,21.5,4.92222222222,6.61111111111,6.33333333333,7.4,-1.06666666667,4.33333333333,3.7,0.633333333333
2003,1196,1261,A,H,2.0,8,-6.0,billy_donovan,john_brady,33,33,79.125,61.7,17.425,17.4583333333,11.8,5.65833333333,0.487777896964,0.409022803958,0.0787550930056,0.405904406445,0.284447175775,0.121457230671,0.704409727817,0.58077813779,0.123631590027,11.1666666667,24.8333333333,10.3,21.5,0.866666666667,3.33333333333,8.41666666667,7.4,1.01666666667,4.33333333333,3.7,0.633333333333
2003,1208,1261,H,A,17.0,8,9.0,jim_harrick,john_brady,33,33,82.2105263158,61.7,20.5105263158,18.6842105263,11.8,6.88421052632,0.47833112157,0.409022803958,0.0693083176118,0.392704764799,0.284447175775,0.108257589024,0.724176451682,0.58077813779,0.143398313892,12.5263157895,26.3684210526,10.3,21.5,2.22631578947,4.86842105263,7.78947368421,7.4,0.389473684211,4.73684210526,3.7,1.03684210526
2003,1246,1261,H,A,1.0,8,-7.0,tubby_smith,john_brady,33,33,78.9655172414,61.7,17.2655172414,16.4482758621,11.8,4.64827586207,0.495854650597,0.409022803958,0.0868318466389,0.364015500823,0.284447175775,0.0795683250487,0.708738317229,0.58077813779,0.127960179439,12.8620689655,24.4827586207,10.3,21.5,2.56206896552,2.98275862069,8.06896551724,7.4,0.668965517241,5.27586206897,3.7,1.57586206897
2003,1401,1261,N,N,17.0,8,9.0,melvin_watkins,john_brady,33,33,75.8571428571,61.7,14.1571428571,19.9285714286,11.8,8.12857142857,0.478389114802,0.409022803958,0.0693663108442,0.400306809633,0.284447175775,0.115859633859,0.718056466573,0.58077813779,0.137278328783,9.35714285714,29.1428571429,10.3,21.5,-0.942857142857,7.64285714286,6.21428571429,7.4,-1.18571428571,1.71428571429,3.7,-1.98571428571
2003,1120,1261,H,A,10.0,8,2.0,cliff_ellis,john_brady,33,33,75.8947368421,61.7,14.1947368421,15.4210526316,11.8,3.62105263158,0.50041729574,0.409022803958,0.0913944917813,0.39649806024,0.284447175775,0.112050884465,0.660255432462,0.58077813779,0.0794772946724,12.2105263158,25.0526315789,10.3,21.5,1.91052631579,3.55263157895,8.94736842105,7.4,1.54736842105,5.78947368421,3.7,2.08947368421
2003,1279,1261,A,H,17.0,8,9.0,rod_barnes,john_brady,33,33,70.4285714286,61.7,8.72857142857,13.9285714286,11.8,2.12857142857,0.482462007464,0.409022803958,0.0734392035061,0.404219193505,0.284447175775,0.11977201773,0.716743397253,0.58077813779,0.135965259463,9.57142857143,23.9285714286,10.3,21.5,-0.728571428571,2.42857142857,6.92857142857,7.4,-0.471428571429,2.28571428571,3.7,-1.41428571429
2003,1104,1120,H,A,10.0,10,0.0,mark_gottfried,cliff_ellis,33,33,74.7058823529,60.0909090909,14.614973262,14.0,9.90909090909,4.09090909091,0.444393021997,0.417612249361,0.0267807726353,0.347418315857,0.285127458931,0.0622908569252,0.709384210153,0.639547956344,0.0698362538098,13.5294117647,26.4117647059,11.4545454545,18.2727272727,2.07486631016,8.13903743316,7.23529411765,6.45454545455,0.780748663102,4.17647058824,3.54545454545,0.631016042781
2003,1280,1120,A,H,5.0,10,-5.0,rick_stansbury,cliff_ellis,33,33,73.6666666667,60.0909090909,13.5757575758,15.380952381,9.90909090909,5.47186147186,0.495356952115,0.417612249361,0.0777447027534,0.361979662433,0.285127458931,0.0768522035017,0.662409432314,0.639547956344,0.0228614759707,12.6666666667,26.380952381,11.4545454545,18.2727272727,1.21212121212,8.10822510823,9.28571428571,6.45454545455,2.83116883117,4.09523809524,3.54545454545,0.549783549784
2003,1280,1120,H,A,5.0,10,-5.0,rick_stansbury,cliff_ellis,33,33,73.6666666667,60.0909090909,13.5757575758,15.380952381,9.90909090909,5.47186147186,0.495356952115,0.417612249361,0.0777447027534,0.361979662433,0.285127458931,0.0768522035017,0.662409432314,0.639547956344,0.0228614759707,12.6666666667,26.380952381,11.4545454545,18.2727272727,1.21212121212,8.10822510823,9.28571428571,6.45454545455,2.83116883117,4.09523809524,3.54545454545,0.549783549784
2003,1196,1120,A,H,2.0,10,-8.0,billy_donovan,cliff_ellis,33,33,79.125,60.0909090909,19.0340909091,17.4583333333,9.90909090909,7.54924242424,0.487777896964,0.417612249361,0.0701656476025,0.405904406445,0.285127458931,0.120776947514,0.704409727817,0.639547956344,0.0648617714733,11.1666666667,24.8333333333,11.4545454545,18.2727272727,-0.287878787879,6.56060606061,8.41666666667,6.45454545455,1.96212121212,4.33333333333,3.54545454545,0.787878787879
2003,1261,1120,H,A,8.0,10,-2.0,john_brady,cliff_ellis,33,33,78.7142857143,60.0909090909,18.6233766234,18.5714285714,9.90909090909,8.66233766234,0.526069405634,0.417612249361,0.108457156272,0.418446011415,0.285127458931,0.133318552484,0.673610150751,0.639547956344,0.0340621944074,10.7619047619,25.9523809524,11.4545454545,18.2727272727,-0.692640692641,7.67965367965,8.28571428571,6.45454545455,1.83116883117,4.38095238095,3.54545454545,0.835497835498
2003,1208,1120,H,A,17.0,10,7.0,jim_harrick,cliff_ellis,33,33,82.2105263158,60.0909090909,22.1196172249,18.6842105263,9.90909090909,8.77511961722,0.47833112157,0.417612249361,0.0607188722086,0.392704764799,0.285127458931,0.107577305868,0.724176451682,0.639547956344,0.0846284953382,12.5263157895,26.3684210526,11.4545454545,18.2727272727,1.07177033493,8.0956937799,7.78947368421,6.45454545455,1.33492822967,4.73684210526,3.54545454545,1.19138755981
2003,1246,1120,H,A,1.0,10,-9.0,tubby_smith,cliff_ellis,33,33,78.9655172414,60.0909090909,18.8746081505,16.4482758621,9.90909090909,6.53918495298,0.495854650597,0.417612249361,0.0782424012357,0.364015500823,0.285127458931,0.078888041892,0.708738317229,0.639547956344,0.069190360885,12.8620689655,24.4827586207,11.4545454545,18.2727272727,1.40752351097,6.21003134796,8.06896551724,6.45454545455,1.6144200627,5.27586206897,3.54545454545,1.73040752351
2003,1246,1120,N,N,1.0,10,-9.0,tubby_smith,cliff_ellis,33,33,78.9655172414,60.0909090909,18.8746081505,16.4482758621,9.90909090909,6.53918495298,0.495854650597,0.417612249361,0.0782424012357,0.364015500823,0.285127458931,0.078888041892,0.708738317229,0.639547956344,0.069190360885,12.8620689655,24.4827586207,11.4545454545,18.2727272727,1.40752351097,6.21003134796,8.06896551724,6.45454545455,1.6144200627,5.27586206897,3.54545454545,1.73040752351
2003,1397,1120,A,H,17.0,10,7.0,buzz_peterson,cliff_ellis,33,33,70.0,60.0909090909,9.90909090909,16.4117647059,9.90909090909,6.50267379679,0.476830803161,0.417612249361,0.0592185537992,0.390057875612,0.285127458931,0.10493041668,0.731792879221,0.639547956344,0.0922449228774,10.0588235294,25.2352941176,11.4545454545,18.2727272727,-1.39572192513,6.96256684492,6.94117647059,6.45454545455,0.486631016043,3.64705882353,3.54545454545,0.101604278075
2003,1444,1120,A,H,17.0,10,7.0,robert_mccullum,cliff_ellis,33,33,73.7368421053,60.0909090909,13.6459330144,13.9473684211,9.90909090909,4.03827751196,0.45760754884,0.417612249361,0.0399952994781,0.381397562521,0.285127458931,0.0962701035895,0.697768890069,0.639547956344,0.0582209337255,13.0,22.8421052632,11.4545454545,18.2727272727,1.54545454545,4.56937799043,9.52631578947,6.45454545455,3.07177033493,3.15789473684,3.54545454545,-0.387559808612
2003,1443,1120,N,N,13.0,10,3.0,dennis_felton,cliff_ellis,33,33,74.8260869565,60.0909090909,14.7351778656,14.0,9.90909090909,4.09090909091,0.476816224931,0.417612249361,0.0592039755693,0.37074784302,0.285127458931,0.0856203840888,0.68189770816,0.639547956344,0.0423497518161,12.347826087,24.3043478261,11.4545454545,18.2727272727,0.893280632411,6.03162055336,7.47826086957,6.45454545455,1.02371541502,3.65217391304,3.54545454545,0.106719367589
2003,1280,1104,H,A,5.0,10,-5.0,rick_stansbury,mark_gottfried,33,33,73.6666666667,60.9090909091,12.7575757576,15.380952381,9.18181818182,6.19913419913,0.495356952115,0.381477980523,0.113878971592,0.361979662433,0.291478276479,0.0705013859537,0.662409432314,0.698651337106,-0.0362419047913,12.6666666667,26.380952381,13.6363636364,20.0909090909,-0.969696969697,6.29004329004,9.28571428571,5.63636363636,3.64935064935,4.09523809524,3.18181818182,0.91341991342
2003,1116,1104,H,A,17.0,10,7.0,stan_heath,mark_gottfried,33,33,71.4444444444,60.9090909091,10.5353535354,12.6666666667,9.18181818182,3.48484848485,0.448135334835,0.381477980523,0.0666573543123,0.35757020369,0.291478276479,0.0660919272103,0.619184909721,0.698651337106,-0.0794664273847,15.2222222222,28.1111111111,13.6363636364,20.0909090909,1.58585858586,8.0202020202,6.33333333333,5.63636363636,0.69696969697,4.33333333333,3.18181818182,1.15151515152
2003,1196,1104,H,A,2.0,10,-8.0,billy_donovan,mark_gottfried,33,33,79.125,60.9090909091,18.2159090909,17.4583333333,9.18181818182,8.27651515152,0.487777896964,0.381477980523,0.106299916441,0.405904406445,0.291478276479,0.114426129966,0.704409727817,0.698651337106,0.00575839071122,11.1666666667,24.8333333333,13.6363636364,20.0909090909,-2.4696969697,4.74242424242,8.41666666667,5.63636363636,2.7803030303,4.33333333333,3.18181818182,1.15151515152
2003,1261,1104,H,A,8.0,10,-2.0,john_brady,mark_gottfried,33,33,78.7142857143,60.9090909091,17.8051948052,18.5714285714,9.18181818182,9.38961038961,0.526069405634,0.381477980523,0.144591425111,0.418446011415,0.291478276479,0.126967734936,0.673610150751,0.698651337106,-0.0250411863547,10.7619047619,25.9523809524,13.6363636364,20.0909090909,-2.87445887446,5.86147186147,8.28571428571,5.63636363636,2.64935064935,4.38095238095,3.18181818182,1.19913419913
2003,1208,1104,A,H,17.0,10,7.0,jim_harrick,mark_gottfried,33,33,82.2105263158,60.9090909091,21.3014354067,18.6842105263,9.18181818182,9.5023923445,0.47833112157,0.381477980523,0.0968531410475,0.392704764799,0.291478276479,0.10122648832,0.724176451682,0.698651337106,0.0255251145761,12.5263157895,26.3684210526,13.6363636364,20.0909090909,-1.11004784689,6.27751196172,7.78947368421,5.63636363636,2.15311004785,4.73684210526,3.18181818182,1.55502392344
2003,1246,1104,A,H,1.0,10,-9.0,tubby_smith,mark_gottfried,33,33,78.9655172414,60.9090909091,18.0564263323,16.4482758621,9.18181818182,7.26645768025,0.495854650597,0.381477980523,0.114376670075,0.364015500823,0.291478276479,0.072537224344,0.708738317229,0.698651337106,0.0100869801229,12.8620689655,24.4827586207,13.6363636364,20.0909090909,-0.774294670846,4.39184952978,8.06896551724,5.63636363636,2.43260188088,5.27586206897,3.18181818182,2.09404388715
2003,1120,1104,H,A,10.0,10,0.0,cliff_ellis,mark_gottfried,33,33,75.8947368421,60.9090909091,14.985645933,15.4210526316,9.18181818182,6.23923444976,0.50041729574,0.381477980523,0.118939315217,0.39649806024,0.291478276479,0.10501978376,0.660255432462,0.698651337106,-0.0383959046433,12.2105263158,25.0526315789,13.6363636364,20.0909090909,-1.42583732057,4.96172248804,8.94736842105,5.63636363636,3.31100478469,5.78947368421,3.18181818182,2.60765550239
2003,1279,1104,H,A,17.0,10,7.0,rod_barnes,mark_gottfried,33,33,70.4285714286,60.9090909091,9.51948051948,13.9285714286,9.18181818182,4.74675324675,0.482462007464,0.381477980523,0.100984026942,0.404219193505,0.291478276479,0.112740917026,0.716743397253,0.698651337106,0.0180920601469,9.57142857143,23.9285714286,13.6363636364,20.0909090909,-4.06493506494,3.83766233766,6.92857142857,5.63636363636,1.29220779221,2.28571428571,3.18181818182,-0.896103896104
2003,1435,1104,H,A,17.0,10,7.0,kevin_stallings,mark_gottfried,33,33,79.0,60.9090909091,18.0909090909,17.0,9.18181818182,7.81818181818,0.517047361424,0.381477980523,0.135569380902,0.399921010362,0.291478276479,0.108442733883,0.705889264978,0.698651337106,0.00723792787248,10.2727272727,24.5454545455,13.6363636364,20.0909090909,-3.36363636364,4.45454545455,8.45454545455,5.63636363636,2.81818181818,5.09090909091,3.18181818182,1.90909090909
2003,1435,1104,N,N,17.0,10,7.0,kevin_stallings,mark_gottfried,33,33,79.0,60.9090909091,18.0909090909,17.0,9.18181818182,7.81818181818,0.517047361424,0.381477980523,0.135569380902,0.399921010362,0.291478276479,0.108442733883,0.705889264978,0.698651337106,0.00723792787248,10.2727272727,24.5454545455,13.6363636364,20.0909090909,-3.36363636364,4.45454545455,8.45454545455,5.63636363636,2.81818181818,5.09090909091,3.18181818182,1.90909090909
2003,1428,1104,H,A,9.0,10,-1.0,rick_majerus,mark_gottfried,33,33,68.9565217391,60.9090909091,8.04743083004,13.2173913043,9.18181818182,4.03557312253,0.474162279126,0.381477980523,0.0926842986036,0.417147864769,0.291478276479,0.125669588289,0.717050328017,0.698651337106,0.018398990911,9.91304347826,23.8695652174,13.6363636364,20.0909090909,-3.7233201581,3.77865612648,4.47826086957,5.63636363636,-1.1581027668,4.08695652174,3.18181818182,0.905138339921
2003,1329,1277,N,N,6.0,7,-1.0,eddie_sutton,tom_izzo,33,33,73.4,61.75,11.65,13.4,12.8333333333,0.566666666667,0.474798294354,0.403387428419,0.0714108659357,0.382792885864,0.335083108317,0.0477097775469,0.631824716949,0.656123472913,-0.0242987559636,12.6,24.5,11.5833333333,23.5833333333,1.01666666667,0.916666666667,9.65,4.91666666667,4.73333333333,5.75,2.91666666667,2.83333333333
2003,1276,1277,H,A,17.0,7,10.0,tommy_amaker,tom_izzo,33,33,74.2352941176,61.75,12.4852941176,13.2352941176,12.8333333333,0.401960784314,0.474272941156,0.403387428419,0.0708855127374,0.380984546929,0.335083108317,0.045901438612,0.770419245636,0.656123472913,0.114295772723,10.8235294118,24.5294117647,11.5833333333,23.5833333333,-0.759803921569,0.946078431373,5.70588235294,4.91666666667,0.789215686275,3.52941176471,2.91666666667,0.612745098039
2003,1345,1277,H,A,9.0,7,2.0,gene_keady,tom_izzo,33,33,79.0555555556,61.75,17.3055555556,14.2777777778,12.8333333333,1.44444444444,0.473097760336,0.403387428419,0.0697103319171,0.351368035257,0.335083108317,0.0162849269401,0.761683654689,0.656123472913,0.105560181777,10.2222222222,25.4444444444,11.5833333333,23.5833333333,-1.36111111111,1.86111111111,7.61111111111,4.91666666667,2.69444444444,3.66666666667,2.91666666667,0.75
2003,1228,1277,H,A,4.0,7,-3.0,bill_self,tom_izzo,33,33,78.2083333333,61.75,16.4583333333,19.2916666667,12.8333333333,6.45833333333,0.503322270455,0.403387428419,0.099934842036,0.385847778756,0.335083108317,0.0507646704388,0.722455619263,0.656123472913,0.0663321463503,10.125,25.375,11.5833333333,23.5833333333,-1.45833333333,1.79166666667,7.45833333333,4.91666666667,2.54166666667,2.91666666667,2.91666666667,0.0
2003,1326,1277,N,N,17.0,7,10.0,jim_j_o'brien,tom_izzo,33,33,70.2941176471,61.75,8.54411764706,13.6470588235,12.8333333333,0.813725490196,0.459990149029,0.403387428419,0.0566027206107,0.402859251728,0.335083108317,0.0677761434111,0.697417751406,0.656123472913,0.0412942784937,10.7058823529,25.3529411765,11.5833333333,23.5833333333,-0.877450980392,1.76960784314,5.47058823529,4.91666666667,0.553921568627,1.82352941176,2.91666666667,-1.0931372549
2003,1278,1277,H,A,17.0,7,10.0,dan_monson,tom_izzo,33,33,80.4375,61.75,18.6875,17.5,12.8333333333,4.66666666667,0.470001820909,0.403387428419,0.0666143924904,0.414282303469,0.335083108317,0.0791991951525,0.744608605465,0.656123472913,0.0884851325519,12.3125,27.125,11.5833333333,23.5833333333,0.729166666667,3.54166666667,8.6875,4.91666666667,3.77083333333,7.4375,2.91666666667,4.52083333333
2003,1393,1277,A,H,3.0,7,-4.0,jim_boeheim,tom_izzo,33,33,83.625,61.75,21.875,16.375,12.8333333333,3.54166666667,0.492933225414,0.403387428419,0.0895457969959,0.374792008853,0.335083108317,0.0397089005358,0.701950758466,0.656123472913,0.045827285553,13.3333333333,27.7083333333,11.5833333333,23.5833333333,1.75,4.125,8.625,4.91666666667,3.70833333333,7.20833333333,2.91666666667,4.29166666667
