ID,Pred
2014_1110_1455,0.05
2014_1110_1458,0.05
2014_1110_1459,0.95
2014_1110_1462,0.05
2014_1112_1113,0.95
2014_1112_1124,0.95
2014_1112_1140,0.177081392341
2014_1112_1142,0.95
2014_1112_1153,0.95
2014_1112_1157,0.95
2014_1112_1160,0.95
2014_1112_1163,0.95
2014_1112_1166,0.892097944838
2014_1112_1173,0.95
2014_1112_1174,0.95
2014_1112_1181,0.95
2014_1112_1184,0.95
2014_1112_1196,0.95
2014_1112_1203,0.95
2014_1112_1211,0.95
2014_1112_1217,0.95
2014_1112_1234,0.888225613923
2014_1112_1235,0.05
2014_1112_1242,0.734089754131
2014_1112_1243,0.95
2014_1112_1246,0.95
2014_1112_1257,0.95
2014_1112_1264,0.95
2014_1112_1269,0.881021006588
2014_1112_1272,0.95
2014_1112_1273,0.95
2014_1112_1276,0.95
2014_1112_1277,0.820795920951
2014_1112_1291,0.95
2014_1112_1295,0.95
2014_1112_1300,0.95
2014_1112_1301,0.95
2014_1112_1304,0.95
2014_1112_1307,0.95
2014_1112_1308,0.95
2014_1112_1314,0.95
2014_1112_1326,0.95
2014_1112_1328,0.507639971949
2014_1112_1329,0.933964095846
2014_1112_1332,0.95
2014_1112_1338,0.95
2014_1112_1344,0.95
2014_1112_1361,0.95
2014_1112_1372,0.95
2014_1112_1386,0.95
2014_1112_1387,0.95
2014_1112_1390,0.95
2014_1112_1393,0.95
2014_1112_1397,0.95
2014_1112_1400,0.95
2014_1112_1409,0.95
2014_1112_1411,0.95
2014_1112_1417,0.0541609670007
2014_1112_1418,0.95
2014_1112_1433,0.919139168535
2014_1112_1437,0.649313560564
2014_1112_1438,0.95
2014_1112_1444,0.95
2014_1112_1451,0.95
2014_1112_1454,0.95
2014_1112_1455,0.05
2014_1112_1458,0.95
2014_1112_1459,0.95
2014_1112_1462,0.95
2014_1113_1124,0.161191382677
2014_1113_1140,0.05
2014_1113_1142,0.95
2014_1113_1153,0.649979799094
2014_1113_1157,0.917999808245
2014_1113_1160,0.897532131842
2014_1113_1163,0.106685896978
2014_1113_1166,0.05
2014_1113_1173,0.631697652136
2014_1113_1174,0.864296310391
2014_1113_1181,0.215754508704
2014_1113_1184,0.95
2014_1113_1196,0.05
2014_1113_1203,0.134161434603
2014_1113_1211,0.0940144257077
2014_1113_1217,0.95
2014_1113_1234,0.05
2014_1113_1235,0.05
2014_1113_1242,0.05
2014_1113_1243,0.494900350556
2014_1113_1246,0.589222481262
2014_1113_1257,0.05
2014_1113_1264,0.90041981405
2014_1113_1269,0.05
2014_1113_1272,0.05
2014_1113_1273,0.878648725733
2014_1113_1276,0.585118931606
2014_1113_1277,0.05
2014_1113_1291,0.877401608748
2014_1113_1295,0.95
2014_1113_1300,0.95
2014_1113_1301,0.95
2014_1113_1304,0.946218036443
2014_1113_1307,0.204004285516
2014_1113_1308,0.95
2014_1113_1314,0.05
2014_1113_1326,0.205406925906
2014_1113_1328,0.05
2014_1113_1329,0.05
2014_1113_1332,0.0526933288144
2014_1113_1338,0.622293498071
2014_1113_1344,0.597728395162
2014_1113_1361,0.95
2014_1113_1372,0.95
2014_1113_1386,0.288388843758
2014_1113_1387,0.05
2014_1113_1390,0.403780125046
2014_1113_1393,0.69071337932
2014_1113_1397,0.95
2014_1113_1400,0.05
2014_1113_1409,0.0781365573819
2014_1113_1411,0.768461103295
2014_1113_1417,0.05
2014_1113_1418,0.679849994108
2014_1113_1433,0.05
2014_1113_1437,0.05
2014_1113_1438,0.913228547343
2014_1113_1444,0.95
2014_1113_1451,0.95
2014_1113_1454,0.95
2014_1113_1455,0.05
2014_1113_1458,0.435805882893
2014_1113_1459,0.95
2014_1113_1462,0.721448615421
2014_1124_1140,0.05
2014_1124_1142,0.95
2014_1124_1153,0.895226494811
2014_1124_1157,0.95
2014_1124_1160,0.95
2014_1124_1163,0.356348200014
2014_1124_1166,0.05
2014_1124_1173,0.886458834933
2014_1124_1174,0.95
2014_1124_1181,0.558349349622
2014_1124_1184,0.95
2014_1124_1196,0.0585529593642
2014_1124_1203,0.416119904435
2014_1124_1211,0.322799754132
2014_1124_1217,0.95
2014_1124_1234,0.05
2014_1124_1235,0.05
2014_1124_1242,0.05
2014_1124_1243,0.818265680183
2014_1124_1246,0.868113397192
2014_1124_1257,0.0586992364173
2014_1124_1264,0.95
2014_1124_1269,0.05
2014_1124_1272,0.10332415067
2014_1124_1273,0.95
2014_1124_1276,0.866204253043
2014_1124_1277,0.05
2014_1124_1291,0.95
2014_1124_1295,0.95
2014_1124_1300,0.95
2014_1124_1301,0.95
2014_1124_1304,0.95
2014_1124_1307,0.5407299183
2014_1124_1308,0.95
2014_1124_1314,0.0525155848661
2014_1124_1326,0.542874217004
2014_1124_1328,0.05
2014_1124_1329,0.05
2014_1124_1332,0.196867826212
2014_1124_1338,0.882620023131
2014_1124_1344,0.871994303078
2014_1124_1361,0.95
2014_1124_1372,0.95
2014_1124_1386,0.650541307473
2014_1124_1387,0.0881427555431
2014_1124_1390,0.756350397907
2014_1124_1393,0.911321044605
2014_1124_1397,0.95
2014_1124_1400,0.163599110916
2014_1124_1409,0.280234613759
2014_1124_1411,0.927394091845
2014_1124_1417,0.05
2014_1124_1418,0.907164250724
2014_1124_1433,0.05
2014_1124_1437,0.05
2014_1124_1438,0.95
2014_1124_1444,0.95
2014_1124_1451,0.95
2014_1124_1454,0.95
2014_1124_1455,0.05
2014_1124_1458,0.780069235687
2014_1124_1459,0.95
2014_1124_1462,0.92258688173
2014_1140_1142,0.95
2014_1140_1153,0.95
2014_1140_1157,0.95
2014_1140_1160,0.95
2014_1140_1163,0.95
2014_1140_1166,0.95
2014_1140_1173,0.95
2014_1140_1174,0.95
2014_1140_1181,0.95
2014_1140_1184,0.95
2014_1140_1196,0.95
2014_1140_1203,0.95
2014_1140_1211,0.95
2014_1140_1217,0.95
2014_1140_1234,0.95
2014_1140_1235,0.092182978068
2014_1140_1242,0.918991051007
2014_1140_1243,0.95
2014_1140_1246,0.95
2014_1140_1257,0.95
2014_1140_1264,0.95
2014_1140_1269,0.95
2014_1140_1272,0.95
2014_1140_1273,0.95
2014_1140_1276,0.95
2014_1140_1277,0.949504029076
2014_1140_1291,0.95
2014_1140_1295,0.95
2014_1140_1300,0.95
2014_1140_1301,0.95
2014_1140_1304,0.95
2014_1140_1307,0.95
2014_1140_1308,0.95
2014_1140_1314,0.95
2014_1140_1326,0.95
2014_1140_1328,0.808819157528
2014_1140_1329,0.95
2014_1140_1332,0.95
2014_1140_1338,0.95
2014_1140_1344,0.95
2014_1140_1361,0.95
2014_1140_1372,0.95
2014_1140_1386,0.95
2014_1140_1387,0.95
2014_1140_1390,0.95
2014_1140_1393,0.95
2014_1140_1397,0.95
2014_1140_1400,0.95
2014_1140_1409,0.95
2014_1140_1411,0.95
2014_1140_1417,0.183775952903
2014_1140_1418,0.95
2014_1140_1433,0.95
2014_1140_1437,0.88381405149
2014_1140_1438,0.95
2014_1140_1444,0.95
2014_1140_1451,0.95
2014_1140_1454,0.95
2014_1140_1455,0.152003072924
2014_1140_1458,0.95
2014_1140_1459,0.95
2014_1140_1462,0.95
2014_1142_1153,0.05
2014_1142_1157,0.05
2014_1142_1160,0.05
2014_1142_1163,0.05
2014_1142_1166,0.05
2014_1142_1173,0.05
2014_1142_1174,0.05
2014_1142_1181,0.05
2014_1142_1184,0.05
2014_1142_1196,0.05
2014_1142_1203,0.05
2014_1142_1211,0.05
2014_1142_1217,0.420515554336
2014_1142_1234,0.05
2014_1142_1235,0.05
2014_1142_1242,0.05
2014_1142_1243,0.05
2014_1142_1246,0.05
2014_1142_1257,0.05
2014_1142_1264,0.05
2014_1142_1269,0.05
2014_1142_1272,0.05
2014_1142_1273,0.05
2014_1142_1276,0.05
2014_1142_1277,0.05
2014_1142_1291,0.05
2014_1142_1295,0.0663755913473
2014_1142_1300,0.05
2014_1142_1301,0.162092855605
2014_1142_1304,0.05
2014_1142_1307,0.05
2014_1142_1308,0.05
2014_1142_1314,0.05
2014_1142_1326,0.05
2014_1142_1328,0.05
2014_1142_1329,0.05
2014_1142_1332,0.05
2014_1142_1338,0.05
2014_1142_1344,0.05
2014_1142_1361,0.0803937023297
2014_1142_1372,0.95
2014_1142_1386,0.05
2014_1142_1387,0.05
2014_1142_1390,0.05
2014_1142_1393,0.05
2014_1142_1397,0.164771581224
2014_1142_1400,0.05
2014_1142_1409,0.05
2014_1142_1411,0.05
2014_1142_1417,0.05
2014_1142_1418,0.05
2014_1142_1433,0.05
2014_1142_1437,0.05
2014_1142_1438,0.05
2014_1142_1444,0.05
2014_1142_1451,0.100679252425
2014_1142_1454,0.190186574314
2014_1142_1455,0.05
2014_1142_1458,0.05
2014_1142_1459,0.814405424434
2014_1142_1462,0.05
2014_1153_1157,0.808935320068
2014_1153_1160,0.80611477237
2014_1153_1163,0.0559697814065
2014_1153_1166,0.05
2014_1153_1173,0.446551178467
2014_1153_1174,0.751491745721
2014_1153_1181,0.115650266243
2014_1153_1184,0.95
2014_1153_1196,0.05
2014_1153_1203,0.0686024372237
2014_1153_1211,0.05
2014_1153_1217,0.95
2014_1153_1234,0.05
2014_1153_1235,0.05
2014_1153_1242,0.05
2014_1153_1243,0.317756573331
2014_1153_1246,0.405358718798
2014_1153_1257,0.05
2014_1153_1264,0.773702378972
2014_1153_1269,0.05
2014_1153_1272,0.05
2014_1153_1273,0.732501641994
2014_1153_1276,0.4014579565
2014_1153_1277,0.05
2014_1153_1291,0.772589937557
2014_1153_1295,0.95
2014_1153_1300,0.95
2014_1153_1301,0.95
2014_1153_1304,0.893231104839
2014_1153_1307,0.108596849795
2014_1153_1308,0.95
2014_1153_1314,0.05
2014_1153_1326,0.109433702619
2014_1153_1328,0.05
2014_1153_1329,0.05
2014_1153_1332,0.05
2014_1153_1338,0.437343134657
2014_1153_1344,0.413500942694
2014_1153_1361,0.95
2014_1153_1372,0.95
2014_1153_1386,0.161525494398
2014_1153_1387,0.05
2014_1153_1390,0.243128958596
2014_1153_1393,0.514934574276
2014_1153_1397,0.95
2014_1153_1400,0.05
2014_1153_1409,0.05
2014_1153_1411,0.557013318782
2014_1153_1417,0.05
2014_1153_1418,0.5
2014_1153_1433,0.05
2014_1153_1437,0.05
2014_1153_1438,0.833250700432
2014_1153_1444,0.932277127481
2014_1153_1451,0.95
2014_1153_1454,0.95
2014_1153_1455,0.05
2014_1153_1458,0.268475532837
2014_1153_1459,0.95
2014_1153_1462,0.55186392295
2014_1157_1160,0.443455060062
2014_1157_1163,0.05
2014_1157_1166,0.05
2014_1157_1173,0.120494286271
2014_1157_1174,0.569947106559
2014_1157_1181,0.05
2014_1157_1184,0.949037315419
2014_1157_1196,0.05
2014_1157_1203,0.05
2014_1157_1211,0.05
2014_1157_1217,0.95
2014_1157_1234,0.05
2014_1157_1235,0.05
2014_1157_1242,0.05
2014_1157_1243,0.0796508385372
2014_1157_1246,0.119405603487
2014_1157_1257,0.05
2014_1157_1264,0.416530959865
2014_1157_1269,0.05
2014_1157_1272,0.05
2014_1157_1273,0.365196730379
2014_1157_1276,0.112137124748
2014_1157_1277,0.05
2014_1157_1291,0.375932640268
2014_1157_1295,0.95
2014_1157_1300,0.856524734585
2014_1157_1301,0.95
2014_1157_1304,0.578829951115
2014_1157_1307,0.05
2014_1157_1308,0.896078161962
2014_1157_1314,0.05
2014_1157_1326,0.05
2014_1157_1328,0.05
2014_1157_1329,0.05
2014_1157_1332,0.05
2014_1157_1338,0.202549789508
2014_1157_1344,0.110228739165
2014_1157_1361,0.95
2014_1157_1372,0.95
2014_1157_1386,0.05
2014_1157_1387,0.05
2014_1157_1390,0.0812285033233
2014_1157_1393,0.17100670411
2014_1157_1397,0.95
2014_1157_1400,0.05
2014_1157_1409,0.05
2014_1157_1411,0.207694068072
2014_1157_1417,0.05
2014_1157_1418,0.273930051924
2014_1157_1433,0.05
2014_1157_1437,0.05
2014_1157_1438,0.5
2014_1157_1444,0.732184636378
2014_1157_1451,0.95
2014_1157_1454,0.95
2014_1157_1455,0.05
2014_1157_1458,0.072290169927
2014_1157_1459,0.95
2014_1157_1462,0.181361143349
2014_1160_1163,0.05
2014_1160_1166,0.05
2014_1160_1173,0.146254305478
2014_1160_1174,0.391846508609
2014_1160_1181,0.05
2014_1160_1184,0.95
2014_1160_1196,0.05
2014_1160_1203,0.05
2014_1160_1211,0.05
2014_1160_1217,0.95
2014_1160_1234,0.05
2014_1160_1235,0.05
2014_1160_1242,0.05
2014_1160_1243,0.0900075860104
2014_1160_1246,0.126235889483
2014_1160_1257,0.05
2014_1160_1264,0.441448890899
2014_1160_1269,0.05
2014_1160_1272,0.05
2014_1160_1273,0.388455724384
2014_1160_1276,0.124423118657
2014_1160_1277,0.05
2014_1160_1291,0.419359264542
2014_1160_1295,0.95
2014_1160_1300,0.941181689992
2014_1160_1301,0.95
2014_1160_1304,0.642826891896
2014_1160_1307,0.05
2014_1160_1308,0.934473930085
2014_1160_1314,0.05
2014_1160_1326,0.05
2014_1160_1328,0.05
2014_1160_1329,0.05
2014_1160_1332,0.05
2014_1160_1338,0.141629860712
2014_1160_1344,0.130062849478
2014_1160_1361,0.95
2014_1160_1372,0.95
2014_1160_1386,0.05
2014_1160_1387,0.05
2014_1160_1390,0.0638616923387
2014_1160_1393,0.183968887484
2014_1160_1397,0.95
2014_1160_1400,0.05
2014_1160_1409,0.05
2014_1160_1411,0.22509912582
2014_1160_1417,0.05
2014_1160_1418,0.176526639571
2014_1160_1433,0.05
2014_1160_1437,0.05
2014_1160_1438,0.514693715344
2014_1160_1444,0.744819465439
2014_1160_1451,0.95
2014_1160_1454,0.95
2014_1160_1455,0.05
2014_1160_1458,0.0723047814961
2014_1160_1459,0.95
2014_1160_1462,0.207265440934
2014_1163_1166,0.05
2014_1163_1173,0.926276261165
2014_1163_1174,0.95
2014_1163_1181,0.670338749694
2014_1163_1184,0.95
2014_1163_1196,0.0873293220784
2014_1163_1203,0.533869895358
2014_1163_1211,0.434193474595
2014_1163_1217,0.95
2014_1163_1234,0.05
2014_1163_1235,0.05
2014_1163_1242,0.05
2014_1163_1243,0.878825110708
2014_1163_1246,0.913769691539
2014_1163_1257,0.0875343282113
2014_1163_1264,0.95
2014_1163_1269,0.05
2014_1163_1272,0.156412870959
2014_1163_1273,0.95
2014_1163_1276,0.912457850925
2014_1163_1277,0.05
2014_1163_1291,0.95
2014_1163_1295,0.95
2014_1163_1300,0.95
2014_1163_1301,0.95
2014_1163_1304,0.95
2014_1163_1307,0.654492380599
2014_1163_1308,0.95
2014_1163_1314,0.078824125241
2014_1163_1326,0.656438072495
2014_1163_1328,0.05
2014_1163_1329,0.0599964487769
2014_1163_1332,0.282857729702
2014_1163_1338,0.923673799868
2014_1163_1344,0.916430285194
2014_1163_1361,0.95
2014_1163_1372,0.95
2014_1163_1386,0.749716387234
2014_1163_1387,0.134602122655
2014_1163_1390,0.833273970002
2014_1163_1393,0.942953633922
2014_1163_1397,0.95
2014_1163_1400,0.239388931299
2014_1163_1409,0.386125933879
2014_1163_1411,0.95
2014_1163_1417,0.05
2014_1163_1418,0.940186229178
2014_1163_1433,0.05
2014_1163_1437,0.05
2014_1163_1438,0.95
2014_1163_1444,0.95
2014_1163_1451,0.95
2014_1163_1454,0.95
2014_1163_1455,0.05
2014_1163_1458,0.851011122066
2014_1163_1459,0.95
2014_1163_1462,0.95
2014_1166_1173,0.95
2014_1166_1174,0.95
2014_1166_1181,0.95
2014_1166_1184,0.95
2014_1166_1196,0.703238511301
2014_1166_1203,0.95
2014_1166_1211,0.95
2014_1166_1217,0.95
2014_1166_1234,0.459035263237
2014_1166_1235,0.05
2014_1166_1242,0.227938083094
2014_1166_1243,0.95
2014_1166_1246,0.95
2014_1166_1257,0.703774459117
2014_1166_1264,0.95
2014_1166_1269,0.441646235129
2014_1166_1272,0.821233345338
2014_1166_1273,0.95
2014_1166_1276,0.95
2014_1166_1277,0.332107564732
2014_1166_1291,0.95
2014_1166_1295,0.95
2014_1166_1300,0.95
2014_1166_1301,0.95
2014_1166_1304,0.95
2014_1166_1307,0.95
2014_1166_1308,0.95
2014_1166_1314,0.679401681715
2014_1166_1326,0.95
2014_1166_1328,0.0993121055579
2014_1166_1329,0.602566458405
2014_1166_1332,0.907282271166
2014_1166_1338,0.95
2014_1166_1344,0.95
2014_1166_1361,0.95
2014_1166_1372,0.95
2014_1166_1386,0.95
2014_1166_1387,0.79392676928
2014_1166_1390,0.95
2014_1166_1393,0.95
2014_1166_1397,0.95
2014_1166_1400,0.886451383736
2014_1166_1409,0.939533274801
2014_1166_1411,0.95
2014_1166_1417,0.05
2014_1166_1418,0.95
2014_1166_1433,0.548271045309
2014_1166_1437,0.165283614679
2014_1166_1438,0.95
2014_1166_1444,0.95
2014_1166_1451,0.95
2014_1166_1454,0.95
2014_1166_1455,0.05
2014_1166_1458,0.95
2014_1166_1459,0.95
2014_1166_1462,0.95
2014_1173_1174,0.767939221545
2014_1173_1181,0.125188661577
2014_1173_1184,0.95
2014_1173_1196,0.05
2014_1173_1203,0.0745877719514
2014_1173_1211,0.0532853580751
2014_1173_1217,0.95
2014_1173_1234,0.05
2014_1173_1235,0.05
2014_1173_1242,0.05
2014_1173_1243,0.340526892341
2014_1173_1246,0.42693789322
2014_1173_1257,0.05
2014_1173_1264,0.821294952345
2014_1173_1269,0.05
2014_1173_1272,0.05
2014_1173_1273,0.786325506996
2014_1173_1276,0.422938912398
2014_1173_1277,0.05
2014_1173_1291,0.788040643126
2014_1173_1295,0.95
2014_1173_1300,0.95
2014_1173_1301,0.95
2014_1173_1304,0.901530893396
2014_1173_1307,0.11763088724
2014_1173_1308,0.95
2014_1173_1314,0.05
2014_1173_1326,0.118528099899
2014_1173_1328,0.05
2014_1173_1329,0.05
2014_1173_1332,0.05
2014_1173_1338,0.459537508478
2014_1173_1344,0.435269194537
2014_1173_1361,0.95
2014_1173_1372,0.95
2014_1173_1386,0.174102562517
2014_1173_1387,0.05
2014_1173_1390,0.260089032448
2014_1173_1393,0.537409118066
2014_1173_1397,0.95
2014_1173_1400,0.05
2014_1173_1409,0.05
2014_1173_1411,0.630510608428
2014_1173_1417,0.05
2014_1173_1418,0.524851701491
2014_1173_1433,0.05
2014_1173_1437,0.05
2014_1173_1438,0.845423311679
2014_1173_1444,0.937742848229
2014_1173_1451,0.95
2014_1173_1454,0.95
2014_1173_1455,0.05
2014_1173_1458,0.286534380448
2014_1173_1459,0.95
2014_1173_1462,0.574229054081
2014_1174_1181,0.05
2014_1174_1184,0.925482124658
2014_1174_1196,0.05
2014_1174_1203,0.05
2014_1174_1211,0.05
2014_1174_1217,0.95
2014_1174_1234,0.05
2014_1174_1235,0.05
2014_1174_1242,0.05
2014_1174_1243,0.119685740724
2014_1174_1246,0.165684538179
2014_1174_1257,0.05
2014_1174_1264,0.322165276771
2014_1174_1269,0.05
2014_1174_1272,0.05
2014_1174_1273,0.275726985929
2014_1174_1276,0.163411231215
2014_1174_1277,0.05
2014_1174_1291,0.5
2014_1174_1295,0.95
2014_1174_1300,0.95
2014_1174_1301,0.95
2014_1174_1304,0.709139438199
2014_1174_1307,0.05
2014_1174_1308,0.95
2014_1174_1314,0.05
2014_1174_1326,0.05
2014_1174_1328,0.05
2014_1174_1329,0.05
2014_1174_1332,0.05
2014_1174_1338,0.184871196646
2014_1174_1344,0.170474072515
2014_1174_1361,0.95
2014_1174_1372,0.95
2014_1174_1386,0.0554554427587
2014_1174_1387,0.05
2014_1174_1390,0.085730940436
2014_1174_1393,0.236573971868
2014_1174_1397,0.95
2014_1174_1400,0.05
2014_1174_1409,0.05
2014_1174_1411,0.148752505152
2014_1174_1417,0.05
2014_1174_1418,0.227597193154
2014_1174_1433,0.05
2014_1174_1437,0.05
2014_1174_1438,0.593799804247
2014_1174_1444,0.800513273723
2014_1174_1451,0.95
2014_1174_1454,0.95
2014_1174_1455,0.05
2014_1174_1458,0.0967664875479
2014_1174_1459,0.95
2014_1174_1462,0.264373923273
2014_1181_1184,0.95
2014_1181_1196,0.05
2014_1181_1203,0.335302479244
2014_1181_1211,0.249787701332
2014_1181_1217,0.95
2014_1181_1234,0.05
2014_1181_1235,0.05
2014_1181_1242,0.05
2014_1181_1243,0.75868210069
2014_1181_1246,0.82123706381
2014_1181_1257,0.05
2014_1181_1264,0.95
2014_1181_1269,0.05
2014_1181_1272,0.0744931278563
2014_1181_1273,0.95
2014_1181_1276,0.818791842884
2014_1181_1277,0.05
2014_1181_1291,0.95
2014_1181_1295,0.95
2014_1181_1300,0.95
2014_1181_1301,0.95
2014_1181_1304,0.95
2014_1181_1307,0.451289473152
2014_1181_1308,0.95
2014_1181_1314,0.05
2014_1181_1326,0.45341747576
2014_1181_1328,0.05
2014_1181_1329,0.05
2014_1181_1332,0.146190618551
2014_1181_1338,0.839952670471
2014_1181_1344,0.826220437546
2014_1181_1361,0.95
2014_1181_1372,0.95
2014_1181_1386,0.565436525891
2014_1181_1387,0.0632490781721
2014_1181_1390,0.684370702523
2014_1181_1393,0.877688217292
2014_1181_1397,0.95
2014_1181_1400,0.120203973274
2014_1181_1409,0.21381054379
2014_1181_1411,0.901518939311
2014_1181_1417,0.05
2014_1181_1418,0.872165699167
2014_1181_1433,0.05
2014_1181_1437,0.05
2014_1181_1438,0.95
2014_1181_1444,0.95
2014_1181_1451,0.95
2014_1181_1454,0.95
2014_1181_1455,0.05
2014_1181_1458,0.712419426581
2014_1181_1459,0.95
2014_1181_1462,0.892749759533
2014_1184_1196,0.05
2014_1184_1203,0.05
2014_1184_1211,0.05
2014_1184_1217,0.933082500762
2014_1184_1234,0.05
2014_1184_1235,0.05
2014_1184_1242,0.05
2014_1184_1243,0.05
2014_1184_1246,0.05
2014_1184_1257,0.05
2014_1184_1264,0.05
2014_1184_1269,0.05
2014_1184_1272,0.05
2014_1184_1273,0.05
2014_1184_1276,0.05
2014_1184_1277,0.05
2014_1184_1291,0.05
2014_1184_1295,0.577541969284
2014_1184_1300,0.220600278353
2014_1184_1301,0.787938628148
2014_1184_1304,0.0611533466202
2014_1184_1307,0.05
2014_1184_1308,0.290044497439
2014_1184_1314,0.05
2014_1184_1326,0.05
2014_1184_1328,0.05
2014_1184_1329,0.05
2014_1184_1332,0.05
2014_1184_1338,0.05
2014_1184_1344,0.05
2014_1184_1361,0.629008751521
2014_1184_1372,0.95
2014_1184_1386,0.05
2014_1184_1387,0.05
2014_1184_1390,0.05
2014_1184_1393,0.05
2014_1184_1397,0.791197074734
2014_1184_1400,0.05
2014_1184_1409,0.05
2014_1184_1411,0.05
2014_1184_1417,0.05
2014_1184_1418,0.05
2014_1184_1433,0.05
2014_1184_1437,0.05
2014_1184_1438,0.05
2014_1184_1444,0.114849465813
2014_1184_1451,0.682535321948
2014_1184_1454,0.818579286968
2014_1184_1455,0.05
2014_1184_1458,0.05
2014_1184_1459,0.95
2014_1184_1462,0.05
2014_1196_1203,0.913674933991
2014_1196_1211,0.876323810708
2014_1196_1217,0.95
2014_1196_1234,0.24015570772
2014_1196_1235,0.05
2014_1196_1242,0.0990783154606
2014_1196_1243,0.95
2014_1196_1246,0.95
2014_1196_1257,0.469498945028
2014_1196_1264,0.95
2014_1196_1269,0.227527652122
2014_1196_1272,0.633686044697
2014_1196_1273,0.95
2014_1196_1276,0.95
2014_1196_1277,0.154249710352
2014_1196_1291,0.95
2014_1196_1295,0.95
2014_1196_1300,0.95
2014_1196_1301,0.95
2014_1196_1304,0.95
2014_1196_1307,0.945941159722
2014_1196_1308,0.95
2014_1196_1314,0.441232727063
2014_1196_1326,0.946379478372
2014_1196_1328,0.05
2014_1196_1329,0.36185589514
2014_1196_1332,0.784439198997
2014_1196_1338,0.95
2014_1196_1344,0.95
2014_1196_1361,0.95
2014_1196_1372,0.95
2014_1196_1386,0.95
2014_1196_1387,0.589864400024
2014_1196_1390,0.95
2014_1196_1393,0.95
2014_1196_1397,0.95
2014_1196_1400,0.743820553746
2014_1196_1409,0.852614064207
2014_1196_1411,0.95
2014_1196_1417,0.05
2014_1196_1418,0.95
2014_1196_1433,0.311306564681
2014_1196_1437,0.068692564402
2014_1196_1438,0.95
2014_1196_1444,0.95
2014_1196_1451,0.95
2014_1196_1454,0.95
2014_1196_1455,0.05
2014_1196_1458,0.95
