ID,Pred
2014_1110_1329,0.05
2014_1110_1332,0.95
2014_1110_1338,0.146851363882
2014_1110_1344,0.945229214233
2014_1110_1361,0.95
2014_1110_1372,0.05
2014_1110_1386,0.95
2014_1110_1387,0.95
2014_1110_1390,0.171810167289
2014_1110_1393,0.95
2014_1110_1397,0.95
2014_1110_1400,0.95
2014_1110_1409,0.05
2014_1110_1411,0.95
2014_1110_1417,0.95
2014_1110_1418,0.05
2014_1110_1433,0.95
2014_1110_1437,0.95
2014_1110_1438,0.95
2014_1110_1444,0.821027396953
2014_1110_1451,0.05
2014_1110_1454,0.95
2014_1110_1455,0.76651124685
2014_1110_1458,0.95
2014_1110_1459,0.95
2014_1110_1462,0.95
2014_1112_1113,0.95
2014_1112_1124,0.119886205014
2014_1112_1140,0.95
2014_1112_1142,0.05
2014_1112_1153,0.95
2014_1112_1157,0.0500783565959
2014_1112_1160,0.95
2014_1112_1163,0.95
2014_1112_1166,0.05
2014_1112_1173,0.95
2014_1112_1174,0.95
2014_1112_1181,0.95
2014_1112_1184,0.05
2014_1112_1196,0.273000736697
2014_1112_1203,0.95
2014_1112_1211,0.95
2014_1112_1217,0.05
2014_1112_1234,0.05
2014_1112_1235,0.288929533949
2014_1112_1242,0.05
2014_1112_1243,0.05
2014_1112_1246,0.639011157195
2014_1112_1257,0.05
2014_1112_1264,0.05
2014_1112_1269,0.05
2014_1112_1272,0.95
2014_1112_1273,0.05
2014_1112_1276,0.95
2014_1112_1277,0.95
2014_1112_1291,0.05
2014_1112_1295,0.95
2014_1112_1300,0.95
2014_1112_1301,0.95
2014_1112_1304,0.95
2014_1112_1307,0.95
2014_1112_1308,0.95
2014_1112_1314,0.05
2014_1112_1326,0.95
2014_1112_1328,0.95
2014_1112_1329,0.05
2014_1112_1332,0.95
2014_1112_1338,0.05
2014_1112_1344,0.95
2014_1112_1361,0.95
2014_1112_1372,0.95
2014_1112_1386,0.95
2014_1112_1387,0.95
2014_1112_1390,0.05
2014_1112_1393,0.392200541059
2014_1112_1397,0.95
2014_1112_1400,0.05
2014_1112_1409,0.95
2014_1112_1411,0.95
2014_1112_1417,0.95
2014_1112_1418,0.95
2014_1112_1433,0.05
2014_1112_1437,0.95
2014_1112_1438,0.95
2014_1112_1444,0.95
2014_1112_1451,0.05
2014_1112_1454,0.95
2014_1112_1455,0.95
2014_1112_1458,0.95
2014_1112_1459,0.95
2014_1112_1462,0.95
2014_1113_1124,0.05
2014_1113_1140,0.95
2014_1113_1142,0.05
2014_1113_1153,0.95
2014_1113_1157,0.929741349139
2014_1113_1160,0.95
2014_1113_1163,0.05
2014_1113_1166,0.95
2014_1113_1173,0.95
2014_1113_1174,0.95
2014_1113_1181,0.05
2014_1113_1184,0.95
2014_1113_1196,0.95
2014_1113_1203,0.479579245013
2014_1113_1211,0.05
2014_1113_1217,0.05
2014_1113_1234,0.05
2014_1113_1235,0.05
2014_1113_1242,0.05
2014_1113_1243,0.05
2014_1113_1246,0.813971347896
2014_1113_1257,0.05
2014_1113_1264,0.461617886139
2014_1113_1269,0.05
2014_1113_1272,0.05
2014_1113_1273,0.162570040076
2014_1113_1276,0.95
2014_1113_1277,0.05
2014_1113_1291,0.95
2014_1113_1295,0.95
2014_1113_1300,0.794768558485
2014_1113_1301,0.05
2014_1113_1304,0.95
2014_1113_1307,0.05
2014_1113_1308,0.05
2014_1113_1314,0.05
2014_1113_1326,0.95
2014_1113_1328,0.05
2014_1113_1329,0.0991977475124
2014_1113_1332,0.62270649951
2014_1113_1338,0.05
2014_1113_1344,0.05
2014_1113_1361,0.05
2014_1113_1372,0.0659559322309
2014_1113_1386,0.867481231989
2014_1113_1387,0.95
2014_1113_1390,0.95
2014_1113_1393,0.05
2014_1113_1397,0.95
2014_1113_1400,0.05
2014_1113_1409,0.05
2014_1113_1411,0.95
2014_1113_1417,0.05
2014_1113_1418,0.95
2014_1113_1433,0.134421342266
2014_1113_1437,0.05
2014_1113_1438,0.868199646943
2014_1113_1444,0.05
2014_1113_1451,0.05
2014_1113_1454,0.95
2014_1113_1455,0.05
2014_1113_1458,0.872493449665
2014_1113_1459,0.649887523197
2014_1113_1462,0.05
2014_1124_1140,0.95
2014_1124_1142,0.05
2014_1124_1153,0.95
2014_1124_1157,0.05
2014_1124_1160,0.95
2014_1124_1163,0.95
2014_1124_1166,0.05
2014_1124_1173,0.95
2014_1124_1174,0.95
2014_1124_1181,0.05
2014_1124_1184,0.95
2014_1124_1196,0.05
2014_1124_1203,0.95
2014_1124_1211,0.95
2014_1124_1217,0.05
2014_1124_1234,0.05
2014_1124_1235,0.05
2014_1124_1242,0.05
2014_1124_1243,0.05
2014_1124_1246,0.95
2014_1124_1257,0.05
2014_1124_1264,0.05
2014_1124_1269,0.05
2014_1124_1272,0.05
2014_1124_1273,0.95
2014_1124_1276,0.05
2014_1124_1277,0.12984676579
2014_1124_1291,0.95
2014_1124_1295,0.940082262942
2014_1124_1300,0.95
2014_1124_1301,0.95
2014_1124_1304,0.95
2014_1124_1307,0.95
2014_1124_1308,0.05
2014_1124_1314,0.05
2014_1124_1326,0.95
2014_1124_1328,0.95
2014_1124_1329,0.05
2014_1124_1332,0.95
2014_1124_1338,0.05
2014_1124_1344,0.937835043338
2014_1124_1361,0.95
2014_1124_1372,0.0677132493905
2014_1124_1386,0.95
2014_1124_1387,0.95
2014_1124_1390,0.886091235526
2014_1124_1393,0.05
2014_1124_1397,0.95
2014_1124_1400,0.95
2014_1124_1409,0.95
2014_1124_1411,0.95
2014_1124_1417,0.95
2014_1124_1418,0.95
2014_1124_1433,0.95
2014_1124_1437,0.22681601156
2014_1124_1438,0.05
2014_1124_1444,0.0983990986479
2014_1124_1451,0.05
2014_1124_1454,0.95
2014_1124_1455,0.95
2014_1124_1458,0.95
2014_1124_1459,0.95
2014_1124_1462,0.95
2014_1140_1142,0.05
2014_1140_1153,0.05
2014_1140_1157,0.05
2014_1140_1160,0.05
2014_1140_1163,0.05
2014_1140_1166,0.815829980825
2014_1140_1173,0.05
2014_1140_1174,0.927603863016
2014_1140_1181,0.05
2014_1140_1184,0.05
2014_1140_1196,0.05
2014_1140_1203,0.05
2014_1140_1211,0.05
2014_1140_1217,0.95
2014_1140_1234,0.05
2014_1140_1235,0.95
2014_1140_1242,0.0555246784954
2014_1140_1243,0.05
2014_1140_1246,0.57930659339
2014_1140_1257,0.05
2014_1140_1264,0.05
2014_1140_1269,0.05
2014_1140_1272,0.05
2014_1140_1273,0.05
2014_1140_1276,0.05
2014_1140_1277,0.05
2014_1140_1291,0.05
2014_1140_1295,0.95
2014_1140_1300,0.05
2014_1140_1301,0.05
2014_1140_1304,0.540549448904
2014_1140_1307,0.05
2014_1140_1308,0.05
2014_1140_1314,0.05
2014_1140_1326,0.05
2014_1140_1328,0.115160506345
2014_1140_1329,0.900663785197
2014_1140_1332,0.05
2014_1140_1338,0.95
2014_1140_1344,0.05
2014_1140_1361,0.05
2014_1140_1372,0.05
2014_1140_1386,0.05
2014_1140_1387,0.05
2014_1140_1390,0.0757387626215
2014_1140_1393,0.05
2014_1140_1397,0.05
2014_1140_1400,0.05
2014_1140_1409,0.05
2014_1140_1411,0.05
2014_1140_1417,0.911268767777
2014_1140_1418,0.05
2014_1140_1433,0.794886760271
2014_1140_1437,0.05
2014_1140_1438,0.05
2014_1140_1444,0.05
2014_1140_1451,0.890357302039
2014_1140_1454,0.95
2014_1140_1455,0.95
2014_1140_1458,0.05
2014_1140_1459,0.05
2014_1140_1462,0.05
2014_1142_1153,0.95
2014_1142_1157,0.95
2014_1142_1160,0.95
2014_1142_1163,0.95
2014_1142_1166,0.95
2014_1142_1173,0.95
2014_1142_1174,0.05
2014_1142_1181,0.95
2014_1142_1184,0.95
2014_1142_1196,0.769845881406
2014_1142_1203,0.95
2014_1142_1211,0.95
2014_1142_1217,0.05
2014_1142_1234,0.95
2014_1142_1235,0.754193703232
2014_1142_1242,0.95
2014_1142_1243,0.95
2014_1142_1246,0.0662906909631
2014_1142_1257,0.95
2014_1142_1264,0.05
2014_1142_1269,0.681552111517
2014_1142_1272,0.95
2014_1142_1273,0.05
2014_1142_1276,0.885642770315
2014_1142_1277,0.95
2014_1142_1291,0.95
2014_1142_1295,0.05
2014_1142_1300,0.95
2014_1142_1301,0.95
2014_1142_1304,0.95
2014_1142_1307,0.95
2014_1142_1308,0.864218165231
2014_1142_1314,0.95
2014_1142_1326,0.95
2014_1142_1328,0.95
2014_1142_1329,0.95
2014_1142_1332,0.95
2014_1142_1338,0.05
2014_1142_1344,0.95
2014_1142_1361,0.95
2014_1142_1372,0.95
2014_1142_1386,0.95
2014_1142_1387,0.856379637373
2014_1142_1390,0.05
2014_1142_1393,0.95
2014_1142_1397,0.95
2014_1142_1400,0.91139294952
2014_1142_1409,0.05
2014_1142_1411,0.95
2014_1142_1417,0.95
2014_1142_1418,0.95
2014_1142_1433,0.05
2014_1142_1437,0.95
2014_1142_1438,0.95
2014_1142_1444,0.95
2014_1142_1451,0.05
2014_1142_1454,0.95
2014_1142_1455,0.95
2014_1142_1458,0.95
2014_1142_1459,0.95
2014_1142_1462,0.95
2014_1153_1157,0.798508237841
2014_1153_1160,0.95
2014_1153_1163,0.05
2014_1153_1166,0.05
2014_1153_1173,0.05
2014_1153_1174,0.95
2014_1153_1181,0.05
2014_1153_1184,0.95
2014_1153_1196,0.95
2014_1153_1203,0.05
2014_1153_1211,0.95
2014_1153_1217,0.540492015563
2014_1153_1234,0.05
2014_1153_1235,0.05
2014_1153_1242,0.95
2014_1153_1243,0.05
2014_1153_1246,0.05
2014_1153_1257,0.05
2014_1153_1264,0.05
2014_1153_1269,0.05
2014_1153_1272,0.05
2014_1153_1273,0.861475611463
2014_1153_1276,0.05
2014_1153_1277,0.05
2014_1153_1291,0.835257698087
2014_1153_1295,0.95
2014_1153_1300,0.95
2014_1153_1301,0.95
2014_1153_1304,0.05
2014_1153_1307,0.05
2014_1153_1308,0.05
2014_1153_1314,0.05
2014_1153_1326,0.95
2014_1153_1328,0.05
2014_1153_1329,0.05
2014_1153_1332,0.95
2014_1153_1338,0.05
2014_1153_1344,0.05
2014_1153_1361,0.95
2014_1153_1372,0.05
2014_1153_1386,0.05
2014_1153_1387,0.4757944728
2014_1153_1390,0.95
2014_1153_1393,0.73757192431
2014_1153_1397,0.95
2014_1153_1400,0.05
2014_1153_1409,0.95
2014_1153_1411,0.95
2014_1153_1417,0.05
2014_1153_1418,0.95
2014_1153_1433,0.95
2014_1153_1437,0.05
2014_1153_1438,0.95
2014_1153_1444,0.95
2014_1153_1451,0.05
2014_1153_1454,0.95
2014_1153_1455,0.05
2014_1153_1458,0.05
2014_1153_1459,0.95
2014_1153_1462,0.05
2014_1157_1160,0.05
2014_1157_1163,0.05
2014_1157_1166,0.95
2014_1157_1173,0.0961137067745
2014_1157_1174,0.725091952726
2014_1157_1181,0.95
2014_1157_1184,0.939052547155
2014_1157_1196,0.95
2014_1157_1203,0.0659613545321
2014_1157_1211,0.255741271943
2014_1157_1217,0.05
2014_1157_1234,0.203117786829
2014_1157_1235,0.95
2014_1157_1242,0.937588275768
2014_1157_1243,0.119026907301
2014_1157_1246,0.318076847736
2014_1157_1257,0.941795681837
2014_1157_1264,0.05
2014_1157_1269,0.871871515617
2014_1157_1272,0.715581703661
2014_1157_1273,0.05
2014_1157_1276,0.841154035915
2014_1157_1277,0.95
2014_1157_1291,0.05
2014_1157_1295,0.05
2014_1157_1300,0.05
2014_1157_1301,0.05
2014_1157_1304,0.05
2014_1157_1307,0.05
2014_1157_1308,0.05
2014_1157_1314,0.95
2014_1157_1326,0.71844270168
2014_1157_1328,0.95
2014_1157_1329,0.0788660666977
2014_1157_1332,0.95
2014_1157_1338,0.0523726894731
2014_1157_1344,0.0581728458169
2014_1157_1361,0.05
2014_1157_1372,0.782397364553
2014_1157_1386,0.116811983791
2014_1157_1387,0.845929353701
2014_1157_1390,0.95
2014_1157_1393,0.93334386929
2014_1157_1397,0.05
2014_1157_1400,0.05
2014_1157_1409,0.198156144458
2014_1157_1411,0.05
2014_1157_1417,0.95
2014_1157_1418,0.05
2014_1157_1433,0.95
2014_1157_1437,0.95
2014_1157_1438,0.244237944287
2014_1157_1444,0.05
2014_1157_1451,0.892291569068
2014_1157_1454,0.05
2014_1157_1455,0.95
2014_1157_1458,0.839621759785
2014_1157_1459,0.05
2014_1157_1462,0.0902637933412
2014_1160_1163,0.05
2014_1160_1166,0.95
2014_1160_1173,0.05
2014_1160_1174,0.95
2014_1160_1181,0.05
2014_1160_1184,0.95
2014_1160_1196,0.05
2014_1160_1203,0.05
2014_1160_1211,0.05
2014_1160_1217,0.05
2014_1160_1234,0.95
2014_1160_1235,0.05
2014_1160_1242,0.05
2014_1160_1243,0.05
2014_1160_1246,0.198759618077
2014_1160_1257,0.05
2014_1160_1264,0.416917391682
2014_1160_1269,0.05
2014_1160_1272,0.05
2014_1160_1273,0.949510270846
2014_1160_1276,0.05
2014_1160_1277,0.05
2014_1160_1291,0.95
2014_1160_1295,0.478078630973
2014_1160_1300,0.05
2014_1160_1301,0.611511638489
2014_1160_1304,0.05
2014_1160_1307,0.05
2014_1160_1308,0.05
2014_1160_1314,0.05
2014_1160_1326,0.05
2014_1160_1328,0.05
2014_1160_1329,0.05
2014_1160_1332,0.05
2014_1160_1338,0.0601740654989
2014_1160_1344,0.05
2014_1160_1361,0.05
2014_1160_1372,0.05
2014_1160_1386,0.05
2014_1160_1387,0.05
2014_1160_1390,0.95
2014_1160_1393,0.05
2014_1160_1397,0.05
2014_1160_1400,0.05
2014_1160_1409,0.05
2014_1160_1411,0.95
2014_1160_1417,0.05
2014_1160_1418,0.95
2014_1160_1433,0.05
2014_1160_1437,0.05
2014_1160_1438,0.05
2014_1160_1444,0.352431546257
2014_1160_1451,0.05
2014_1160_1454,0.05
2014_1160_1455,0.05
2014_1160_1458,0.05
2014_1160_1459,0.30169461323
2014_1160_1462,0.05
2014_1163_1166,0.95
2014_1163_1173,0.95
2014_1163_1174,0.95
2014_1163_1181,0.05
2014_1163_1184,0.95
2014_1163_1196,0.95
2014_1163_1203,0.95
2014_1163_1211,0.95
2014_1163_1217,0.05
2014_1163_1234,0.95
2014_1163_1235,0.95
2014_1163_1242,0.05
2014_1163_1243,0.05
2014_1163_1246,0.95
2014_1163_1257,0.95
2014_1163_1264,0.541222376461
2014_1163_1269,0.05
2014_1163_1272,0.95
2014_1163_1273,0.95
2014_1163_1276,0.05
2014_1163_1277,0.738398032821
2014_1163_1291,0.95
2014_1163_1295,0.95
2014_1163_1300,0.95
2014_1163_1301,0.95
2014_1163_1304,0.95
2014_1163_1307,0.95
2014_1163_1308,0.05
2014_1163_1314,0.95
2014_1163_1326,0.95
2014_1163_1328,0.95
2014_1163_1329,0.95
2014_1163_1332,0.95
2014_1163_1338,0.05
2014_1163_1344,0.05
2014_1163_1361,0.95
2014_1163_1372,0.05
2014_1163_1386,0.95
2014_1163_1387,0.95
2014_1163_1390,0.95
2014_1163_1393,0.95
2014_1163_1397,0.95
2014_1163_1400,0.95
2014_1163_1409,0.69700427819
2014_1163_1411,0.95
2014_1163_1417,0.837227897077
2014_1163_1418,0.95
2014_1163_1433,0.95
2014_1163_1437,0.95
2014_1163_1438,0.95
2014_1163_1444,0.05
2014_1163_1451,0.05
2014_1163_1454,0.204897021783
2014_1163_1455,0.95
2014_1163_1458,0.95
2014_1163_1459,0.95
2014_1163_1462,0.355465334715
2014_1166_1173,0.05
2014_1166_1174,0.920074136931
2014_1166_1181,0.05
2014_1166_1184,0.05
2014_1166_1196,0.05
2014_1166_1203,0.0992625169969
2014_1166_1211,0.95
2014_1166_1217,0.098499749807
2014_1166_1234,0.05
2014_1166_1235,0.05
2014_1166_1242,0.05
2014_1166_1243,0.05
2014_1166_1246,0.05
2014_1166_1257,0.05
2014_1166_1264,0.05
2014_1166_1269,0.05
2014_1166_1272,0.05
2014_1166_1273,0.05
2014_1166_1276,0.05
2014_1166_1277,0.05
2014_1166_1291,0.05
2014_1166_1295,0.05
2014_1166_1300,0.95
2014_1166_1301,0.95
2014_1166_1304,0.95
2014_1166_1307,0.05
2014_1166_1308,0.619893927465
2014_1166_1314,0.05
2014_1166_1326,0.95
2014_1166_1328,0.735352809207
2014_1166_1329,0.05
2014_1166_1332,0.05
2014_1166_1338,0.05
2014_1166_1344,0.05
2014_1166_1361,0.05
2014_1166_1372,0.05
2014_1166_1386,0.05
2014_1166_1387,0.95
2014_1166_1390,0.05
2014_1166_1393,0.05
2014_1166_1397,0.0784958752391
2014_1166_1400,0.95
2014_1166_1409,0.919936472859
2014_1166_1411,0.935573824809
2014_1166_1417,0.05
2014_1166_1418,0.91988656762
2014_1166_1433,0.95
2014_1166_1437,0.95
2014_1166_1438,0.05
2014_1166_1444,0.95
2014_1166_1451,0.05
2014_1166_1454,0.95
2014_1166_1455,0.95
2014_1166_1458,0.95
2014_1166_1459,0.95
2014_1166_1462,0.95
2014_1173_1174,0.95
2014_1173_1181,0.95
2014_1173_1184,0.95
2014_1173_1196,0.05
2014_1173_1203,0.05
2014_1173_1211,0.864919410209
2014_1173_1217,0.05
2014_1173_1234,0.05
2014_1173_1235,0.05
2014_1173_1242,0.05
2014_1173_1243,0.95
2014_1173_1246,0.931237500862
2014_1173_1257,0.05
2014_1173_1264,0.858082396873
2014_1173_1269,0.05
2014_1173_1272,0.05
2014_1173_1273,0.95
2014_1173_1276,0.95
2014_1173_1277,0.05
2014_1173_1291,0.95
2014_1173_1295,0.95
2014_1173_1300,0.938521210192
2014_1173_1301,0.95
2014_1173_1304,0.95
2014_1173_1307,0.05
2014_1173_1308,0.05
2014_1173_1314,0.05
2014_1173_1326,0.95
2014_1173_1328,0.05
2014_1173_1329,0.05
2014_1173_1332,0.05
2014_1173_1338,0.05
2014_1173_1344,0.05
2014_1173_1361,0.05
2014_1173_1372,0.05
2014_1173_1386,0.05
2014_1173_1387,0.95
2014_1173_1390,0.95
2014_1173_1393,0.05
2014_1173_1397,0.95
2014_1173_1400,0.05
2014_1173_1409,0.05
2014_1173_1411,0.95
2014_1173_1417,0.05
2014_1173_1418,0.95
2014_1173_1433,0.95
2014_1173_1437,0.650282833241
2014_1173_1438,0.05
2014_1173_1444,0.774054219409
2014_1173_1451,0.05
2014_1173_1454,0.05
2014_1173_1455,0.95
2014_1173_1458,0.95
2014_1173_1459,0.05
2014_1173_1462,0.8985107545
2014_1174_1181,0.05
2014_1174_1184,0.95
2014_1174_1196,0.05
2014_1174_1203,0.05
2014_1174_1211,0.05
2014_1174_1217,0.05
2014_1174_1234,0.05
2014_1174_1235,0.121902643088
2014_1174_1242,0.0859110358261
2014_1174_1243,0.05
2014_1174_1246,0.05
2014_1174_1257,0.05
2014_1174_1264,0.05
2014_1174_1269,0.05
2014_1174_1272,0.05
2014_1174_1273,0.05
2014_1174_1276,0.05
2014_1174_1277,0.05
2014_1174_1291,0.05
2014_1174_1295,0.05
2014_1174_1300,0.05
2014_1174_1301,0.05
2014_1174_1304,0.0688610357276
2014_1174_1307,0.05
2014_1174_1308,0.05
2014_1174_1314,0.05
2014_1174_1326,0.05
2014_1174_1328,0.0829603624143
2014_1174_1329,0.05
2014_1174_1332,0.05
2014_1174_1338,0.05
2014_1174_1344,0.05
2014_1174_1361,0.05
2014_1174_1372,0.95
2014_1174_1386,0.05
2014_1174_1387,0.05
2014_1174_1390,0.05
2014_1174_1393,0.05
2014_1174_1397,0.0621694982967
2014_1174_1400,0.05
2014_1174_1409,0.590462403393
2014_1174_1411,0.0567297630677
2014_1174_1417,0.05
2014_1174_1418,0.05
2014_1174_1433,0.05
2014_1174_1437,0.100692284116
2014_1174_1438,0.05
2014_1174_1444,0.05
2014_1174_1451,0.05
2014_1174_1454,0.05
2014_1174_1455,0.05
2014_1174_1458,0.05
2014_1174_1459,0.05
2014_1174_1462,0.05
2014_1181_1184,0.225665818989
2014_1181_1196,0.05
2014_1181_1203,0.05
2014_1181_1211,0.95
2014_1181_1217,0.105108662189
2014_1181_1234,0.95
2014_1181_1235,0.95
2014_1181_1242,0.95
2014_1181_1243,0.05
2014_1181_1246,0.95
2014_1181_1257,0.717805393302
2014_1181_1264,0.05
2014_1181_1269,0.751812753408
2014_1181_1272,0.549866581314
2014_1181_1273,0.200058537525
2014_1181_1276,0.05
2014_1181_1277,0.95
2014_1181_1291,0.223928329379
2014_1181_1295,0.05
2014_1181_1300,0.95
2014_1181_1301,0.95
2014_1181_1304,0.95
2014_1181_1307,0.614428716094
2014_1181_1308,0.05
2014_1181_1314,0.300588126317
2014_1181_1326,0.95
2014_1181_1328,0.05
2014_1181_1329,0.95
2014_1181_1332,0.95
2014_1181_1338,0.05
2014_1181_1344,0.05
2014_1181_1361,0.92367029177
2014_1181_1372,0.05
2014_1181_1386,0.05
2014_1181_1387,0.943581061199
2014_1181_1390,0.05
2014_1181_1393,0.95
2014_1181_1397,0.95
2014_1181_1400,0.95
2014_1181_1409,0.95
2014_1181_1411,0.95
2014_1181_1417,0.05
2014_1181_1418,0.95
2014_1181_1433,0.780143749654
2014_1181_1437,0.95
2014_1181_1438,0.05
2014_1181_1444,0.95
2014_1181_1451,0.05
2014_1181_1454,0.95
2014_1181_1455,0.95
2014_1181_1458,0.95
2014_1181_1459,0.95
2014_1181_1462,0.878048508309
2014_1184_1196,0.95
2014_1184_1203,0.05
2014_1184_1211,0.05
2014_1184_1217,0.05
2014_1184_1234,0.05
2014_1184_1235,0.95
2014_1184_1242,0.608330288439
2014_1184_1243,0.113143971539
2014_1184_1246,0.95
2014_1184_1257,0.926907107813
2014_1184_1264,0.05
2014_1184_1269,0.05
2014_1184_1272,0.05
2014_1184_1273,0.05
2014_1184_1276,0.41229072681
2014_1184_1277,0.167115813432
2014_1184_1291,0.05
2014_1184_1295,0.05
2014_1184_1300,0.39108790776
2014_1184_1301,0.95
2014_1184_1304,0.95
2014_1184_1307,0.05
2014_1184_1308,0.05
2014_1184_1314,0.05
2014_1184_1326,0.05
2014_1184_1328,0.441741121987
2014_1184_1329,0.95
2014_1184_1332,0.228179394358
2014_1184_1338,0.05
2014_1184_1344,0.05
2014_1184_1361,0.05
2014_1184_1372,0.05
2014_1184_1386,0.0536784115686
2014_1184_1387,0.05
2014_1184_1390,0.95
2014_1184_1393,0.05
2014_1184_1397,0.0785094384103
2014_1184_1400,0.05
2014_1184_1409,0.05
2014_1184_1411,0.889907377713
2014_1184_1417,0.536024725335
2014_1184_1418,0.05
2014_1184_1433,0.95
2014_1184_1437,0.899850116829
2014_1184_1438,0.0765522798249
2014_1184_1444,0.05
2014_1184_1451,0.05
2014_1184_1454,0.05
2014_1184_1455,0.95
2014_1184_1458,0.05
2014_1184_1459,0.05
2014_1184_1462,0.0657897742438
2014_1196_1203,0.95
2014_1196_1211,0.95
2014_1196_1217,0.242780818106
2014_1196_1234,0.95
2014_1196_1235,0.95
2014_1196_1242,0.95
2014_1196_1243,0.05
2014_1196_1246,0.95
2014_1196_1257,0.05
2014_1196_1264,0.910901940131
2014_1196_1269,0.95
2014_1196_1272,0.893250755993
2014_1196_1273,0.05
2014_1196_1276,0.95
2014_1196_1277,0.05
2014_1196_1291,0.05
2014_1196_1295,0.05
2014_1196_1300,0.95
2014_1196_1301,0.95
2014_1196_1304,0.95
2014_1196_1307,0.95
2014_1196_1308,0.05
2014_1196_1314,0.95
2014_1196_1326,0.210569594542
2014_1196_1328,0.95
2014_1196_1329,0.95
2014_1196_1332,0.05
2014_1196_1338,0.360836961674
2014_1196_1344,0.05
2014_1196_1361,0.95
2014_1196_1372,0.05
2014_1196_1386,0.95
2014_1196_1387,0.533608626267
2014_1196_1390,0.05
2014_1196_1393,0.95
2014_1196_1397,0.95
2014_1196_1400,0.95
2014_1196_1409,0.95
2014_1196_1411,0.95
2014_1196_1417,0.05
2014_1196_1418,0.95
2014_1196_1433,0.407686648308
2014_1196_1437,0.95
2014_1196_1438,0.910091026444
2014_1196_1444,0.475970576046
2014_1196_1451,0.273896833362
2014_1196_1454,0.95
2014_1196_1455,0.95
2014_1196_1458,0.05
2014_1196_1459,0.95
2014_1196_1462,0.95
2014_1203_1211,0.05
2014_1203_1217,0.05
2014_1203_1234,0.95
2014_1203_1235,0.05
2014_1203_1242,0.05
2014_1203_1243,0.05
2014_1203_1246,0.95
2014_1203_1257,0.05
2014_1203_1264,0.05
2014_1203_1269,0.05
2014_1203_1272,0.05
2014_1203_1273,0.95
2014_1203_1276,0.95
2014_1203_1277,0.05
2014_1203_1291,0.95
2014_1203_1295,0.95
2014_1203_1300,0.05
2014_1203_1301,0.05
2014_1203_1304,0.95
2014_1203_1307,0.95
2014_1203_1308,0.05
2014_1203_1314,0.05
2014_1203_1326,0.95
2014_1203_1328,0.95
2014_1203_1329,0.95
2014_1203_1332,0.95
2014_1203_1338,0.05
2014_1203_1344,0.05
2014_1203_1361,0.05
